"","park_area_id","facility__Name","facility__Location","facility__Zip","ADDRESS_Ext","lon","lat","district"
"269","B079","Saratoga Park","Halsey St. bet. Howard Ave. and Saratoga Ave.","11233","Saratoga Park,New York, NY,11233",-73.9189767,40.6849146,"Brooklyn"
"270","B111A","Washington Park","5 St., 4 St. bet. 4 Ave. and 5 Ave.","11215","Washington Park,New York, NY,11215",-73.9853398,40.6729136,"Brooklyn"
"271","B035","John Paul Jones Park","101 St., Shore Pkwy. bet. 4 Ave. and Ft. Hamilton Pkwy.","11209","John Paul Jones Park,New York, NY,11209",-74.0340919,40.6108083,"Brooklyn"
"272","M002","Ahearn Park","Grand St, E Broadway and Willet St","10002","Ahearn Park,New York, NY,10002",-73.9835657,40.7147983,"Manhattan"
"273","M224","Straus Square","Canal St., Rutgers St. and E. Broadway","10002","Straus Square,New York, NY,10002",-73.9900752,40.7141712,"Manhattan"
"274","B381","Thomas Boyland Park","Broadway between Granite St. and Aberdeen St.","11207","Thomas Boyland Park,New York, NY,11207",-73.9073194,40.6814551,"Brooklyn"
"275","R075A","Father Macris Park","S/s Of SI Expressway., Exit 6, Fahy Ave., Lamberts La.","10314","Father Macris Park,New York, NY,10314",-74.1614187,40.6164813,"Staten Island"
"276","Q341F","Crosson Park","Woodside Ave., 69 St., the BQE","11377","Crosson Park,New York, NY,11377",-73.8958826,40.7429615,"Queens"
"277","Q198",NA,NA,NA,"NA,New York, NY,NA",-74.0081611,40.732343,"Queens"
"278","B254","Wingate Park","Winthrop St., Brooklyn Ave., Rutland Rd.","11203","Wingate Park,New York, NY,11203",-73.9444777,40.6589417,"Brooklyn"
"279","B285","Harry Maze Playground","Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.","11203","Harry Maze Playground,New York, NY,11203",-73.9231229,40.6430626,"Brooklyn"
"280","RZ171",NA,NA,NA,"NA,New York, NY,NA",-74.0081611,40.732343,"Staten Island"
"281","B017","Bushwick Playground","Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.","11237","Bushwick Playground,New York, NY,11237",-73.911887,40.696068,"Brooklyn"
"282","X187","Givan Square","E. Gunhill Rd. and Eastchester Rd. bet. Arnow Ave. and Adee Ave..","10469","Givan Square,New York, NY,10469",-73.842405,40.8684768,"Bronx"
"283","B585","Prospect Plaza Park","Park Pl. to Sterling Pl. bet. Howard Ave. and Saratoga Ave.","11233","Prospect Plaza Park,New York, NY,11233",-73.9182863,40.6710165,"Brooklyn"
"284","M205","Playground One Twenty Five CXXV","Morningside Ave., W. 123 St. and W. 124 St.","10027","Playground One Twenty Five CXXV,New York, NY,10027",-73.9551349,40.8104515,"Manhattan"
"285","X028","Joyce Kilmer Park","Grand Concourse to Walton Av bet. E 161 St and E 164 St","10451","Joyce Kilmer Park,New York, NY,10451",-73.9224792,40.8286949,"Bronx"
"286","B058","McCarren Park","Nassau Ave, Bayard, Leonard & N 12 Sts","11211, 11222","McCarren Park,New York, NY,11211, 11222",-73.95244,40.7210549,"Brooklyn"
"287","B078","Grace Playground","Vermont St. bet. Pitkin Ave. and Belmont Ave.","11207","Grace Playground,New York, NY,11207",-73.8942783,40.6712606,"Brooklyn"
"288","B260","Howard Playground","Mother Gaston Blvd. and Glenmore Ave.","11212","Howard Playground,New York, NY,11212",-73.9079821,40.6716524,"Brooklyn"
"289","B228","Dr. Green Playground","Mother Gaston Blvd. and Sutter Ave.","11212","Dr. Green Playground,New York, NY,11212",-73.906732,40.6672149,"Brooklyn"
"290","R008","Faber Pool and Park","Richmond Ter. To Kill Van Kull, Faber St.","10302","Faber Pool and Park,New York, NY,10302",-74.1357153,40.6408881,"Staten Island"
"291","R083",NA,NA,NA,"NA,New York, NY,NA",-74.0081611,40.732343,"Staten Island"
"292","B105","Taaffe Playground","Taaffe Pl. bet. Park Ave. and Myrtle Ave.","11205","Taaffe Playground,New York, NY,11205",-73.9607797,40.6955676,"Brooklyn"
"293","M191","Father Demo Square","Ave. of Americas, Bleecker St. and Carmine St.","10014","Father Demo Square,New York, NY,10014",-74.0021894,40.7302614,"Manhattan"
"294","X201","Seton Park","W 232 St , Independence Av , W 235 St ,","10463, 10471","Seton Park,New York, NY,10463, 10471",-73.9165092,40.885941,"Bronx"
"295","B217","Marcy Playground","Myrtle Ave. bet. Nostrand Ave. and Marcy Ave.","11206","Marcy Playground,New York, NY,11206",-73.9509272,40.6954932,"Brooklyn"
"296","R045","Schmul Park","Wild Ave., Pearson St., Melvin Ave.","10314","Schmul Park,New York, NY,10314",-74.1877854,40.5899237,"Staten Island"
"297","M124","First Park","Houston St., E. 1 St., 1 Ave.","10003","First Park,New York, NY,10003",-73.9892907,40.723394,"Manhattan"
"298","M123","Peretz Square","E. 1 St., E. Houston St., 1 Ave. and Allen St.","10003","Peretz Square,New York, NY,10003",-73.9878091,40.7229119,"Manhattan"
"299","M069","Vesuvio Playground","Thompson St bet. Spring St and Prince St","10012","Vesuvio Playground,New York, NY,10012",-74.0025474,40.7253366,"Manhattan"
"300","R016","Great Kills Park","Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.","10306","Great Kills Park,New York, NY,10306",-74.1268624,40.5487574,"Staten Island"
"301","Q410","Hinton Park","114 St., 113 St. bet. 34 Ave. and 37 Ave.","11368","Hinton Park,New York, NY,11368",-73.8549281,40.7559775,"Queens"
"302","B042","Gravesend Park","18 Ave., 19 Ave., bet. 55 St. and 58 St.","11204","Gravesend Park,New York, NY,11204",-73.9842885,40.6234499,"Brooklyn"
"303","R042","Kaltenmeier Playground","Virginia Ave. and Anderson St.","10305","Kaltenmeier Playground,New York, NY,10305",-74.0684597,40.614703,"Staten Island"
"304","X228","I-Am-Park","Jackson Av bet. E 147 St and E 145 St","10455","I-Am-Park,New York, NY,10455",-73.910178,40.8112768,"Bronx"
"305","B362","Chester Playground","Chester St. to Bristol St. between Sutter Ave. and Pitkin Ave.","11212","Chester Playground,New York, NY,11212",-73.91189,40.6688534,"Brooklyn"
"306","R004","Barrett Triangle","Hyatt St., Bay St., Stuyvesant Pl. and Richmond Ter.","10301","Barrett Triangle,New York, NY,10301",-74.0758095,40.6418112,"Staten Island"
"307","Q359","Haggerty Park","Jamaica Ave. bet. 202 St. and 204 St.","11423","Haggerty Park,New York, NY,11423",-73.7577077,40.7129811,"Queens"
"308","R069","Terrace Playground","Foote Ave., Howard Ave., Martha St., Clove Rd.","10301","Terrace Playground,New York, NY,10301",-74.0987625,40.6136155,"Staten Island"
"309","X022","Benjamin Gladstone Square","Hoe Ave., Westchster Ave., W. Farms Rd.","10459","Benjamin Gladstone Square,New York, NY,10459",-73.891017,40.825335,"Bronx"
"310","R090","Lieutenant John H. Martinson Playground","Preston Ave. bet. Koch Blvd. and Osborne St.","10312","Lieutenant John H. Martinson Playground,New York, NY,10312",-74.1625886,40.536913,"Staten Island"
"311","B277","Benson Playground","Bath Ave. between Bay 22 St. and Bay 23 St.","11214","Benson Playground,New York, NY,11214",-74.0022151,40.6024999,"Brooklyn"
"312","Q474","Simeone Park","Lewis Ave., Radcliff Ave. bet. 101 St. and 102 St.","11368","Simeone Park,New York, NY,11368",-73.8601003,40.7411306,"Queens"
"313","Q066D","Triborough Bridge Playground D","Hoyt Ave., bet. 24 St. and Crescent St.","11102","Triborough Bridge Playground D,New York, NY,11102",-73.9215739,40.7734885,"Queens"
"314","QT19",NA,NA,NA,"NA,New York, NY,NA",-74.0081611,40.732343,"Queens"
"315","R026","Gerard P. Dugan Playground","Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.","10306","Gerard P. Dugan Playground,New York, NY,10306",-74.1107738,40.5613882,"Staten Island"
"316","B050","Van Voorhees Playground","Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.","11201","Van Voorhees Playground,New York, NY,11201",-73.9994919,40.689793,"Brooklyn"
"317","Q067A","General Hart Playground","Broadway, 37 Ave. bet. 65 St. and 69 St.","11377","General Hart Playground,New York, NY,11377",-73.8194816,40.7741357,"Queens"
"318","Q340","Torsney Playground","Skillman Ave. bet. 41 St. and 43 St.","11104","Torsney Playground,New York, NY,11104",-73.9217818,40.7472831,"Queens"
"319","R063","Old Town Playground","Parkinson Ave. at Kramer St.","10305","Old Town Playground,New York, NY,10305",-74.0814254,40.5954206,"Staten Island"
"320","R073","Naples Playground","Targee St, Stanwich St. Rome Ave.","10304","Naples Playground,New York, NY,10304",-74.0903571,40.6024777,"Staten Island"
"321","R021","Forest Mall","Forest Ave. bet. Haven Esplanade and Duer La.","10301","Forest Mall,New York, NY,10301",-74.0909481,40.6309025,"Staten Island"
"322","RZ81",NA,NA,NA,"NA,New York, NY,NA",-74.0081611,40.732343,"Staten Island"
"323","B293","Classon Playground","Lafayette Ave. and Classon Ave.","11205","Classon Playground,New York, NY,11205",-73.9604123,40.6893342,"Brooklyn"
"324","B268","Nautilus Playground","Public Beach, W. 29 St. and W. 32 St.","11224","Nautilus Playground,New York, NY,11224",-73.996192,40.5715845,"Brooklyn"
"325","X154","Melrose Playground","Courtlandt Av bet. E 154 St and E 155 St","10451","Melrose Playground,New York, NY,10451",-73.9183464,40.8204075,"Bronx"
"326","B385","WNYC Transmitter Park","West St. bet. Kent St. and Greenpoint Ave.","11222","WNYC Transmitter Park,New York, NY,11222",-73.9607685,40.7298447,"Brooklyn"
"327","B001","American Playground","Franklin St. bet. Milton St. and Noble St.","11222","American Playground,New York, NY,11222",-73.957855,40.728831,"Brooklyn"
"328","B337","Century Playground","W. Brighton Ave. between W. 2 St. and W. 3 St.","11224","Century Playground,New York, NY,11224",-73.970055,40.5767757,"Brooklyn"
"329","B289","Cutinella Triangle","Ave. W, W. 6 St. and 86 St.","11223","Cutinella Triangle,New York, NY,11223",-73.9768297,40.591832,"Brooklyn"
"330","B094","Sgt. Joyce Kilmer Triangle","E. 12 St., Kings Hwy., Quentin Rd.","11229","Sgt. Joyce Kilmer Triangle,New York, NY,11229",-73.9606635,40.6078921,"Brooklyn"
"331","B205","Corporal Wiltshire Square","Ave. P, Kings Hwy., Ocean Ave.","11229","Corporal Wiltshire Square,New York, NY,11229",-73.9533815,40.6108649,"Brooklyn"
"332","BT14",NA,NA,NA,"NA,New York, NY,NA",-74.0081611,40.732343,"Brooklyn"
"333","B306","Playground 286","Ave. Y between Brown St. and Haring St.","11235","Playground 286,New York, NY,11235",-73.9384022,40.591086,"Brooklyn"
"334","B244","McDonald Playground","Mcdonald Ave. between Ave. S and Ave. T","11223","McDonald Playground,New York, NY,11223",-73.9720469,40.6005842,"Brooklyn"
"335","X146","Flynn Playground","Brook Av to 3 Av bet. E 157 St and E 158 St","10451","Flynn Playground,New York, NY,10451",-73.9119163,40.8210352,"Bronx"
"336","M056","Morningside Park","W 110 St To W 123 St, Manhattan Av To Morningside Av","10026","Morningside Park,New York, NY,10026",-73.9585391,40.8060712,"Manhattan"
"337","Q066B","Triborough Bridge Playground B","Hoyt Ave. bet. 21 St. and 23 St.","11102","Triborough Bridge Playground B,New York, NY,11102",-73.9232439,40.7745875,"Queens"
"338","Q303","Travers Park","34 Ave. bet. 77 St. and 78 St.","11372","Travers Park,New York, NY,11372",-73.889362,40.7539534,"Queens"
"339","B234","Tilden Playground","Tilden Ave. between E. 48 St. and E. 49 St.","11203","Tilden Playground,New York, NY,11203",-73.9314245,40.647649,"Brooklyn"
"340","X046","Seton Falls Park","E. 233 St. bet. Seton Ave. and Baychester Ave.","10466","Seton Falls Park,New York, NY,10466",-73.8382306,40.8867535,"Bronx"
"341","B236","Glenwood Playground","Ralph Ave. and Farragut Rd.","11234","Glenwood Playground,New York, NY,11234",-73.9197883,40.6367237,"Brooklyn"
"342","X193","Stars & Stripes Playground","Crawford Ave. at Baychester Ave.","10466","Stars & Stripes Playground,New York, NY,10466",-95.6358855,37.0355267,"Bronx"
"343","X165","Edenwald Playground","Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.","10466","Edenwald Playground,New York, NY,10466",-73.8450307,40.8841875,"Bronx"
"344","B239","Sheepshead Playground","Ave. Z between Nostrand Ave. and E. 29 St.","11235","Sheepshead Playground,New York, NY,11235",-73.9402889,40.5889065,"Brooklyn"
"345","B235","Herman Dolgon Playground","Ave. V between Nostrand Ave. and Batchelder St.","11229","Herman Dolgon Playground,New York, NY,11229",-73.9398397,40.5982571,"Brooklyn"
"346","B209","Galapo Playground","Bedford Ave., Gravesend Neck Rd., Ave. V, E. 24 St.","11229","Galapo Playground,New York, NY,11229",-73.9467676,40.5978911,"Brooklyn"
"347","X001A","Aqueduct Walk","Dr. MLK Jr. Blvd. bet. W. Tremont Ave. and E. Fordham Rd.","10453, 10468","Aqueduct Walk,New York, NY,10453, 10468",-73.9083337,40.8578964,"Bronx"
"348","B208","Pfc Norton Playground","Nostrand Ave. bet. Kings Hwy. and Ave. P","11229","Pfc Norton Playground,New York, NY,11229",-73.9449232,40.6148,"Brooklyn"
"349","R156","Sylvan Grove Cemetery","Victory Blvd. and Glen St.","10314","Sylvan Grove Cemetery,New York, NY,10314",-74.1921536,40.5914039,"Staten Island"
"350","B197","Mellett Playground","Avenue V bet. E. 13 St. and E. 14 St.","11229","Mellett Playground,New York, NY,11229",-73.9574476,40.5969223,"Brooklyn"
"351","B349","Bath Playground","Bath Ave. between 24 Ave. and Bay 37 St.","11214","Bath Playground,New York, NY,11214",-73.9931036,40.5952949,"Brooklyn"
"352","B166","Belt Parkway/Shore Parkway","Belt Pkwy. bet. Verrazano Bridge and Cross Bay Blvd.","11208, 11209, 11214, 11223, 11228, 11234, 11235, 1","Belt Parkway/Shore Parkway,New York, NY,11208, 11209, 11214, 11223, 11228, 11234, 11235, 1",-73.869663,40.662477,"Brooklyn"
"353","B158","Garibaldi Playground","18 Ave. bet. 83 St. and 82 St.","11214","Garibaldi Playground,New York, NY,11214",-74.0001737,40.6090667,"Brooklyn"
"354","B099","Lt. Joseph Petrosino Park","16 Ave., New Utrecht Ave. bet. 70 St. and 71 St.","11228","Lt. Joseph Petrosino Park,New York, NY,11228",-73.998498,40.6191399,"Brooklyn"
"355","B063","Milestone Park","18 Ave. bet. 81 St. and 82 St.","11214","Milestone Park,New York, NY,11214",-73.9995829,40.609551,"Brooklyn"
"356","Q379","Briarwood Playground","148 St. bet. 85 Ave. and 85 Rd.","11435","Briarwood Playground,New York, NY,11435",-73.8112117,40.7103497,"Queens"
"357","X202","Marble Hill Playground","Marble Hill Av bet. W 230 St and W 228 St","10463, 10463","Marble Hill Playground,New York, NY,10463, 10463",-73.9082418,40.877523,"Bronx"
"358","Q407","Lanett Playground","Lanett Ave. bet. Beach 9 St. and Beach 8 St.","11691","Lanett Playground,New York, NY,11691",-73.7440693,40.5993189,"Queens"
"359","X163","Loreto Playground","Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.","10461","Loreto Playground,New York, NY,10461",-73.8522186,40.8487854,"Bronx"
"360","X058","Keltch Park","Jerome Av bet. Macombs Rd and Elliot Pl","10452","Keltch Park,New York, NY,10452",-73.9176237,40.8407919,"Bronx"
"361","X174","Webster Playground","E. 188 St. bet. Webster Ave. and Park Ave.","10458","Webster Playground,New York, NY,10458",-73.8929218,40.8594545,"Bronx"
"362","X068","D'Auria-Murphy Triangle","Adams Pl bet. Cresent Av and E 183 St","10458","D'Auria-Murphy Triangle,New York, NY,10458",-73.8891341,40.8531982,"Bronx"
"363","M140","Recreational Area","W. 145 St., W. 155 St., Hudson River","10031, 10032","Recreational Area,New York, NY,10031, 10032",-73.9559555,40.8264236,"Manhattan"
"364","X108","Belmont Playground","E 182 St bet. Belmont Av and Croton Av","10457","Belmont Playground,New York, NY,10457",-73.8876637,40.8502451,"Bronx"
"365","Q172","Corona Plaza","Roosevelt Ave. bet. National St. and 104 St.","11368","Corona Plaza,New York, NY,11368",-73.8629274,40.7497372,"Queens"
"366","X263","Quarry Ballfields","E. 181 St., Oak Tree Pl. bet. Quarry Rd. and Hughes Ave.","10457","Quarry Ballfields,New York, NY,10457",-73.890971,40.8510258,"Bronx"
"367","X236","Mapes Pool","E 180 St bet. Prospect Av and Mapes Av","10460","Mapes Pool,New York, NY,10460",-73.8860366,40.8464698,"Bronx"
"368","B061","McLaughlin Park","Jay St., Bridge St. bet. Tillary St. and Cathedral Pl.","11201","McLaughlin Park,New York, NY,11201",-73.9859998,40.6965351,"Brooklyn"
"369","B210A","John Allen Payne Playground","3 Ave. bet. 64 St. and 65 St.","11220","John Allen Payne Playground,New York, NY,11220",-74.0237653,40.6398704,"Brooklyn"
"370","Q422","Seaside Playground","Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.","11694","Seaside Playground,New York, NY,11694",-73.8309199,40.5805942,"Queens"
"371","M285","Dr. Ronald E. McNair Playground","Lexington Ave. bet. E. 122 St. and 123 St.","10035","Dr. Ronald E. McNair Playground,New York, NY,10035",-73.9380972,40.8025008,"Manhattan"
"372","Q329","Pomonok Playground","Kissena Blvd., 155 St. bet. 65 Ave. and Melbourne Ave.","11367","Pomonok Playground,New York, NY,11367",-73.813934,40.736065,"Queens"
"373","Q320","Vleigh Playground","70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.","11367","Vleigh Playground,New York, NY,11367",-73.8159908,40.7298704,"Queens"
"374","X190","Tiffany Playground","Fox St to Tiffany St bet. E 167 St and E 165 St","10459","Tiffany Playground,New York, NY,10459",-73.8943702,40.8247736,"Bronx"
"375","B382B","Jacob's Ladder Playground","Clymer St. to Morton St. between Kent Ave. and Wythe Ave.","11211","Jacob's Ladder Playground,New York, NY,11211",-73.9670245,40.7047985,"Brooklyn"
"376","B393","Sheepshead Bay Piers","Emmons Ave. bet. Ocean Ave. and E. 26 St.","11235","Sheepshead Bay Piers,New York, NY,11235",-73.9459804,40.5839556,"Brooklyn"
"377","R066","North Shore Esplanade","Richmond Terr. from St Peter's Pl. to Stuyvesant Pl.","10301","North Shore Esplanade,New York, NY,10301",-74.0835263,40.6480797,"Staten Island"
"378","Q425","Yellowstone Park","Yellowstone Blvd. bet. 68 Ave. and 68 Rd.","11375","Yellowstone Park,New York, NY,11375",-73.8475791,40.7264024,"Queens"
"379","B049","Irving Square Park","Wilson Ave., Knickerbocker Ave., bet. Halsey St. and Weirfield St.","11207","Irving Square Park,New York, NY,11207",-73.909118,40.6925491,"Brooklyn"
"380","Q362","Playground Ninety","89 St., 90 St. bet. Northern Blvd. and Jackson Mill Rd.","11369","Playground Ninety,New York, NY,11369",-73.8784763,40.7573401,"Queens"
"381","Q348","Willow Lake Playground","72 Ave. bet. 112 St. and Grand Central Parkway","11375","Willow Lake Playground,New York, NY,11375",-73.8370303,40.72265,"Queens"
"382","R144","Sobel Court Park","Bowen St., Vanderbilt Ave., Targee St.","10304","Sobel Court Park,New York, NY,10304",-74.083803,40.6150229,"Staten Island"
"383","R035","De Matti Park","Tompkins Ave., bet. Chestnut St. and Shaughnessy La.","10305","De Matti Park,New York, NY,10305",-74.0742565,40.6145077,"Staten Island"
"384","Q085","Gorman Playground","30 Ave., 25 Ave. bet. 84 St. and 85 St.","11370","Gorman Playground,New York, NY,11370",-73.8841796,40.762406,"Queens"
"385","Q026","Park Of The Americas","41 Ave., 42 Ave. bet. 103 St. and 104 St.","11368","Park Of The Americas,New York, NY,11368",-73.8619406,40.7484612,"Queens"
"386","Q436","Athens Square","30 Ave. bet. 29 St. and 30 St.","11102","Athens Square,New York, NY,11102",-73.9222962,40.7678385,"Queens"
"387","B324","Jacob Joffe Fields","Ave. K between E. 58 St. and E. 59 St.","11234","Jacob Joffe Fields,New York, NY,11234",-73.9194158,40.6254792,"Brooklyn"
"388","Q141","Murray Playground","45 Ave., 45 Rd. bet. 11 St. and 21 St.","11101","Murray Playground,New York, NY,11101",-73.9482661,40.7471007,"Queens"
"389","Q004A","Ralph Demarco Park","Shore Blvd. bet. Ditmars Blvd. and 20 Ave.","11105","Ralph Demarco Park,New York, NY,11105",-73.9174816,40.7840851,"Queens"
"390","Q395","Steinway Playground","37 St., 38 St., bet. 20 Rd. and 20 Ave.","11105","Steinway Playground,New York, NY,11105",-73.9035497,40.7765515,"Queens"
"391","Q332","Woodtree Playground","20 Ave. bet. 37 St. and 38 St.","11105","Woodtree Playground,New York, NY,11105",-73.902454,40.7775077,"Queens"
"392","Q385","Ditmars Playground","Steinway St. bet. 23 Ave. and Ditmars Blvd.","11105","Ditmars Playground,New York, NY,11105",-73.9070944,40.7715877,"Queens"
"393","B130","Greenwood Playground","Ft Hamilton Pkwy., Prospect Ave., Greenwood Ave.","11218","Greenwood Playground,New York, NY,11218",-73.9765316,40.6504477,"Brooklyn"
"394","B169A","Brighton Playground","Brighton 2 St. bet. Brightwater Ct. and Boardwalk E.","11235","Brighton Playground,New York, NY,11235",-73.9652895,40.5751839,"Brooklyn"
"395","R012","White Park","High St., Lyman Ave., Bay St. and Summer St.","10305","White Park,New York, NY,10305",-74.0631505,40.6076007,"Staten Island"
"396","R117","Alice Austen Park","Edgewater St., Hylan Blvd., Abbott St.","10304, 10305","Alice Austen Park,New York, NY,10304, 10305",-74.0627694,40.6147573,"Staten Island"
"397","Q401","Lost Battalion Hall Recreation Center","Queens Blvd. bet. 62 Ave. and 62 Rd.","11374","Lost Battalion Hall Recreation Center,New York, NY,11374",-73.8656455,40.7316758,"Queens"
"398","Q098","Frank D. O'Connor Playground","Broadway and Woodside Ave. bet. 77 St. and 79 St.","11373","Frank D. O'Connor Playground,New York, NY,11373",-73.8865612,40.7442965,"Queens"
"399","M186","Col. Young Playground","W. 145 St. to W. 143 St., Lenox Ave., and Harlem River","10037","Col. Young Playground,New York, NY,10037",-73.9355258,40.8193351,"Manhattan"
"400","M200A","Anibal Aviles Playground","W. 108 St. to W. 109 St., Columbus Ave. and Amsterdam Ave.","10025","Anibal Aviles Playground,New York, NY,10025",-73.9628751,40.8012026,"Manhattan"
"401","RZ125","GREENSTREET","Hyatt And Bay",NA,"GREENSTREET,New York, NY,NA",-73.9555926,40.7336828,"Staten Island"
"402","R111","Lt. Lia Playground","Wall St. bet. St Marks Pl. and Belmont Pl.","10301","Lt. Lia Playground,New York, NY,10301",-74.0797889,40.6435031,"Staten Island"
"403","M244","Sol Bloom Playground","Columbus Ave., W. 91 St. To W. 92 St., Central Park W.","10025","Sol Bloom Playground,New York, NY,10025",-73.9688206,40.789658,"Manhattan"
"404","M229","Happy Warrior Playground","W. 97 St. and Amsterdam Ave.","10025","Happy Warrior Playground,New York, NY,10025",-73.9686898,40.7954101,"Manhattan"
"405","R037","Liotti Ikefugi Playground","Winter Ave., bet. Bismark Ave. and Westervelt Ave.","10301","Liotti Ikefugi Playground,New York, NY,10301",-74.0839339,40.6387553,"Staten Island"
"406","M009","Bennett Park","Ft Washington Av, W 183 St, Pinehurst Av","10033","Bennett Park,New York, NY,10033",-73.9380028,40.8528053,"Manhattan"
"407","Q211","Maple Playground","Kissena Blvd. bet. Maple Ave. and Franklin Ave.","11355","Maple Playground,New York, NY,11355",-73.8260082,40.7559225,"Queens"
"408","R067","Gen. Douglas MacArthur Park","Dongan Hills Ave. and Jefferson St.","10306","Gen. Douglas MacArthur Park,New York, NY,10306",-74.1001446,40.5865594,"Staten Island"
"409","M108T01","East River Esplanade","FDR Drive, E 90 St. To E 125 St.","10028, 10029, 10035, 10128","East River Esplanade,New York, NY,10028, 10029, 10035, 10128",-73.9363497,40.7904557,"Manhattan"
"410","B210I","Gonzalo Plasencia Playground","3 Ave. bet. 40 St. and 41 St.","11232","Gonzalo Plasencia Playground,New York, NY,11232",-74.008483,40.6528251,"Brooklyn"
"411","B529","Bushwick Inlet Park","Kent Ave. bet. Quay St. and N 9 St.","11211","Bushwick Inlet Park,New York, NY,11211",-73.9613074,40.7223295,"Brooklyn"
